tmdbId,poster_path,runtime,budget,popularity,revenue,vote_average,vote_count
9263,/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,100,12000000,8.681325,27400000,6.6,91
17015,/si8911IezMvAnQFDvyg1nKzDlD.jpg,104,0,2.228434,0,7.4,36
902,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,108,18000000,9.822423,1738611,7.6,308
37557,/qcoOCoN7viOhboGwhYXyApdDuiq.jpg,108,0,1.100915,0,6.5,17
9909,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,99,0,9.481338,180000000,6.4,249
63,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,129,29500000,12.297305,168840000,7.4,2470
78802,/k6ODtR38dKEfuzSGjggr8KDyAF4.jpg,50,0,0.745542,0,6.8,4
9598,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,89,30000000,14.404764,254134910,6,756
47018,/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg,121,0,1.493361,0,6.4,16
687,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,122,11000000,6.891317,39363635,7.3,350
139405,/lKOAyy098yjoot8cutYsStVO1WS.jpg,51,0,0.114469,0,3.5,2
33689,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,101,0,7.777735,0,6.1,149
9603,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,97,12000000,9.882383,0,6.9,828
34615,/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,106,0,0.894647,676525,6.7,13
31174,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,104,0,4.561387,0,6.9,50
11443,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,119,10000000,9.87957,0,6.6,80
35196,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,117,19000000,10.979269,0,6.3,30
9312,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,101,18000000,10.870138,122195920,5.4,452
577,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,106,20000000,10.448481,21284514,6.7,177
11861,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,116,10000000,4.485958,23574130,6.5,38
807,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,127,33000000,18.45743,327311859,8.1,5915
10530,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,81,55000000,13.280069,346079773,6.7,1509
8391,/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg,96,0,3.302524,0,5.9,10
629,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,106,6000000,16.302466,23341568,8.1,3334
117164,/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,93,0,0.595949,0,6.3,3
11448,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,95,15000000,15.899134,6700000,6.7,145
49133,/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,116,0,1.361286,0,7.7,11
26441,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,100,0,5.982764,0,5.2,41
97406,/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,115,0,4.093443,0,6.1,15
124057,/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,89,0,0.307075,0,3,1
9089,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,103,0,8.416802,17519169,6.3,39
11010,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,108,0,10.168437,0,7.6,181
99040,/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg,100,0,0.120789,0,6.5,2
11359,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,96,45000000,10.673296,0,5.9,136
17182,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,101,20000000,4.733526,0,5.8,65
2054,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,137,0,7.137117,106269971,6.9,115
10607,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,89,0,11.700115,0,6.2,192
19760,/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,96,0,2.174487,0,4.5,14
9536,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,88,15000000,6.387469,0,4.4,110
11525,/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,92,0,2.49535,2409225,2.8,32
40628,/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,85,0,4.046208,0,5.4,11
4482,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,95,0,2.518051,0,6,43
10634,/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,91,3500000,14.56965,28215918,7,513
755,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,108,19000000,15.339153,25836616,6.9,1644
11859,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,91,50000000,5.912223,11534477,4.1,54
28387,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,96,0,3.367276,718490,7,36
48750,/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,175,0,1.479446,0,6.6,8
20927,/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,87,0,10.412194,19030691,5.1,27
36929,/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,90,15000000,2.936443,2042530,3.9,16
9102,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,108,20000000,12.758848,5781885,6.1,154
124626,/tuIDKBp92R4tGFOB46MofvakfiY.jpg,70,0,0.133893,0,7.3,3
27526,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,111,0,5.756462,0,6.1,74
9623,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,118,44000000,6.010579,0,5.5,91
46785,/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg,85,0,1.196256,0,7.5,20
400,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,116,8000000,4.486179,529766,6.7,87
880,/bIQp2SJrVXiQttv9hXeqliQox0K.jpg,102,900000,2.030174,0,7.2,26
146599,/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,115,0,0.252287,0,4.5,2
188588,/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,108,0,0.531159,0,0,0
8447,/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,118,0,2.15166,0,6.3,17
10534,/3a5nomeyzJF4gG26HouCtce99ki.jpg,129,38000000,9.568604,10300000,6.3,86
17414,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,88,16000000,4.814825,0,5.1,59
13997,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,87,0,8.963037,32,6,124
2086,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,90,8169363,6.848591,8175346,6.1,190
61548,/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg,91,0,0.411424,0,6.7,3
9095,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,104,47000000,12.866139,12379402,5.7,77
12158,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,100,14000000,9.071127,19800000,4.5,113
9283,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,112,0,4.670562,0,6.6,103
9208,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,108,50000000,14.957626,150270147,5.7,459
40154,/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg,99,0,0.513391,0,7.5,6
406,/jTzBED0leGPwWDqNewye11qzJgd.jpg,98,3000000,12.108196,0,7.9,695
45549,/jdYL6f0KXnYBcnWnwGtnanJtKlE.jpg,105,0,2.657647,0,5.6,13
63076,/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg,106,0,0.638211,0,6.8,4
11062,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,111,0,4.807223,0,6,67
13685,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,91,7000000,6.904831,560069,6.8,285
47475,/8oZW1loLEczN1BU60YobsJJFdSR.jpg,96,0,3.329264,0,3.3,16
2045,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,106,18000000,2.464425,0,5.3,22
9614,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,92,12000000,9.592265,41205099,6.5,767
688,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,135,24000000,5.951077,182016617,7.3,397
11907,/lnfMQ6K2EgJpn2JZTadnaufiwiR.jpg,104,0,1.015068,0,5.1,5
10874,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,100,0,6.902423,34327391,6.5,93
89333,/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg,95,0,0.976707,0,7,2
96357,/tQ6HEWNxvbeF2WklTVEp3su446F.jpg,110,0,0.001346,0,0,0
197,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,177,72000000,20.755149,210000000,7.7,3404
103,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,114,1300000,14.092713,28262574,8.1,2632
33542,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,91,7500000,12.314278,32392047,6.5,245
43566,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,108,35000000,2.938293,0,5.8,37
71754,/l00ALsdVyRGmPIp5EWlEoplki0X.jpg,114,0,0.372697,0,7.5,2
43612,/4PlYwKSqsjKFr4hjh61KukRIRvy.jpg,106,13365000,1.254885,0,7,23
51352,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,117,0,0.243986,1,7.3,4
16934,/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg,99,0,6.178497,0,6.9,19
10324,/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg,92,0,2.891918,0,5.4,11
78406,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,113,25000000,1.522412,6278139,5.1,7
55731,/odifQ57irGc3k0x85djZ0yT2Inn.jpg,100,0,1.317878,0,5.2,21
32119,/zC4WsoeXN2wCrUjNzu4iu7ph17Z.jpg,90,0,0.86539,0,7,7
11066,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,117,40000000,6.506983,70100000,5.4,139
11104,/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,102,0,6.778979,0,7.9,249
37975,/zRLV8Gz4x3k4Dc4Zxbmz7jsqNoN.jpg,113,0,1.702639,0,6.8,29
2074,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,92,7000000,5.579088,14702438,6.3,66
27793,/driZCEKL79PaCsZNICSU3xd59sk.jpg,95,17000000,6.252377,0,4.4,105
44284,/3M4bH7A2L6wrHeueTUwr5PKYkfS.jpg,116,0,0.406754,0,4.3,3
290157,/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg,87,0,0.001178,0,0,0
110972,/6KO5jsPOr80J8PkKXPE8fym5I2R.jpg,95,0,0.699066,0,7,2
32622,/dw5RWgSSDV5h3ZKS0oSzPe6A26p.jpg,99,0,2.197439,0,5.6,9
73067,/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,101,0,0.637554,0,5.4,4
11863,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,95,50000000,11.418917,9851610,5.1,45
55475,/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg,102,0,0.291021,0,5.5,1
124636,/wU4NBvZdP1wTAq142OR5knnhfG5.jpg,87,0,0.001838,0,0,0
9101,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,92,0,5.184977,0,5.6,110
123360,/wfPHta8Wxm4LQVHU8tRhL8GCyIz.jpg,97,0,0.276401,0,6.5,2
5757,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,86,0,0.540436,209935,3.8,2
39428,/wpaZXRvhdNhmaedy8BMytuOXvGO.jpg,91,0,0.370342,0,7.2,5
124639,/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg,122,0,0.001205,0,0,0
9302,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,119,60000000,3.402749,0,5.9,51
11000,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,117,31000000,6.49968,185260553,6.7,303
249882,/b8niK1RquKFR7TZBJbWN8zZPCcT.jpg,125,0,0.918504,0,7,2
16388,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,98,0,2.039196,0,6.3,23
9737,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,118,19000000,9.262184,141407024,6.5,1729
30765,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,81,0,2.375865,0,5,31
10474,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,102,0,7.415144,0,7.2,472
22279,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,113,4000000,0.922958,851545,6,11
30157,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,105,0,1.759012,0,6.5,21
568,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,140,52000000,18.761467,355237933,7.3,1637
11780,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,139,28000000,10.193549,31596911,6.5,151
34996,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,82,0,3.137285,0,6.4,46
414,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,121,100000000,13.321354,336529144,5.2,1529
649,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,101,0,10.142662,0,7.3,163
1873,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,100,0,2.04189,0,6.4,21
5894,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,83,2000000,11.528147,1275000,6.8,28
1775,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,91,11000000,5.391556,178104,5.9,57
8839,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,100,50000000,12.812539,287928194,6,1045
20649,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,128,25000000,4.558992,13071518,6.8,69
10329,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,109,50000000,7.260574,152022101,5,214
8963,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,116,53000000,8.657365,157387195,7,508
26564,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,119,0,3.620388,3174695,7.6,71
8068,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,104,7000000,6.950458,25405445,6.8,898
8512,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,102,27000000,4.646132,16140822,6.3,88
1572,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,128,90000000,15.138855,366101666,6.9,2094
13552,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,80,0,7.120806,0,5.6,57
259209,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,116,0,0.523575,0,0,0
6520,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,134,55000000,15.178338,127600435,5.9,319
9073,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,95,0,7.575098,0,5.5,130
10428,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,107,20000000,14.810519,7563728,6.2,406
17447,/mdQd6vgt2sr8gCIVUucwxus29j1.jpg,92,0,3.196456,0,6.5,19
9886,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,97,25000000,11.715868,19075720,5.5,380
9482,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,96,90000000,8.184815,113493481,5.4,643
19326,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,88,0,3.676921,17014653,4,34
9344,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,91,1500000,4.877872,7412216,6.8,280
9071,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,89,500000,10.058329,1148752,7.2,64
8973,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,119,0,4.102409,0,5.9,87
15730,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,100,0,0.354014,0,7,7
47608,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,95,0,2.624771,15453274,5.5,27
2293,/4saVIltqkhq9is5NmD7N87Q40M.jpg,94,6000000,8.25547,2122561,6.8,400
9070,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,92,15000000,7.024227,66000000,5.2,153
68274,/wLwkTj5DRVNUnKSsNHdoka4QPLF.jpg,100,0,1.01115,0,5.6,10
48787,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,95,2,2.466066,1,6.4,36
34574,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,93,0,7.720056,0,5.9,12
1642,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,114,22000000,13.304342,110627965,5.6,359
11472,/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,103,0,8.482834,69660733,5.5,171
36196,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,94,150000,1.165039,472370,5.8,14
11980,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,98,8,10.187623,16,6.4,139
58372,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,91,0,0.119713,0,10,1
32646,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg,119,0,8.180047,0,7.2,62
10533,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,135,50000000,6.752119,10382407,5.5,111
56088,/qUlVaRYuiMvr1R3ZBW6hpS9QB4h.jpg,93,0,0.159596,0,5.3,2
10802,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,128,45000000,17.502375,20350754,4.9,261
10149,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,112,7000000,5.552946,8349430,7.2,115
18402,/p9qioRaQblGXemFRQSwo8TpikVJ.jpg,106,0,3.743212,50892160,5.7,60
9348,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,108,35000000,13.492845,113374103,5.5,457
139408,/5mkH38tcztyLy6CeAWHD1FC8ozC.jpg,109,0,0.913522,0,6.6,6
281,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,145,42000000,11.223055,7959291,6.8,334
5967,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg,91,0,8.133881,0,7.6,119
79593,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,99,14000000,1.820419,5780000,4.6,9
47939,/ub79b63JJV4oeHwomSy5OS5fVsr.jpg,115,0,11.002046,7025496,6.1,18
36834,/BTGFfPHySJtw2qBoLysz3ercDB.jpg,111,0,4.546552,339889,6.5,112
9090,/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,105,0,7.653446,47774193,6.3,117
3512,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,100,60000000,7.490247,104324083,5.6,217
52856,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,93,0,2.881689,0,6.4,9
77350,/5fY5iN8mUBLdd4fmcXwdTqAZ9Sx.jpg,73,0,0.786023,0,6,6
9560,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,103,20000000,9.715639,50012507,6.5,168
9804,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,135,175000000,16.885184,264218220,5.9,1017
31611,/aaFpmILNyNSReVgzKGFu8iKNYzi.jpg,89,8000000,1.834099,0,5.1,25
65796,/qIgslXL0NDtSlcHxISACLwWbkRJ.jpg,98,30000000,8.922139,0,5.9,27
49805,/xjWc2uWrcGLwC87JN2CbxseGKQ.jpg,97,0,3.727644,0,6,11
26258,/A4UQ0y2kj4ZXrBP0MXYazd69xp2.jpg,90,0,3.287036,0,4.9,29
50797,/e7bE9BiLyKaZtNF3Q2ro8gVCEQA.jpg,135,2800000,2.486073,2616503,6.7,35
19155,/aIll5MvOZmUCmiwuGWMlaHRj2gj.jpg,113,0,3.525649,763847,7.7,45
76,/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,105,2500000,11.304979,5535405,7.7,984
11017,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,89,10000000,6.638116,26488734,6.2,464
37141,/hUfKMTLCIK7OwLYX58TfY8APwRm.jpg,90,0,2.761837,0,4.7,27
9382,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,115,21000000,3.030309,23450000,6.3,48
6715,/keUrRrUsmALR7kOTSdrOIDcO67z.jpg,97,0,2.686342,0,7.2,58
18256,/eeO3BIHJoI3sabtkqfYOStdbOwm.jpg,95,0,2.26977,0,5.8,40
22625,/6T3hCdOWU49Y0hmuzceARU5yS5x.jpg,103,0,2.605521,0,6.5,30
2292,/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg,92,27000,10.513367,3151130,7.4,769
1909,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,97,25000000,7.438934,22200000,6.3,184
8984,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,123,55000000,11.812244,214015089,5.9,217
61813,/7JbvfOA2hnWkSIJslAayK0AemDU.jpg,0,0,0.155859,0,2.5,1
4954,/pVgdUHeIVEILyRISE4ysA8I6a8T.jpg,101,45000000,9.579155,0,5.1,91
62488,/9iczUcmMLnOZ4Ltx3X3AEpbxTt4.jpg,0,0,0.710671,0,5.3,9
10531,/3p1K153ZbRV7FNyi4DNnzHfxJZa.jpg,103,0,5.484156,0,7.1,92
11929,/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg,132,0,5.8025,0,7.1,183
8467,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg,107,16000000,9.844558,247275374,6.5,1894
10451,/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg,123,0,4.860016,7294403,7.5,76
20156,/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg,103,0,5.378467,0,6.5,64
18395,/9oIEKFVPhgVEzbcbRPDXCdkUgRN.jpg,113,0,4.322726,6841570,4.3,28
522,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,127,18000000,11.720358,5887457,7.3,639
397,/bZqvonwVru1XtnniQZgZRa3Znyk.jpg,111,0,9.146544,0,6.2,179
10525,/l8lq77bNqJY94JCMPI731jwtDsE.jpg,101,0,16.236745,0,6.1,38
27985,/oDufYQrDhdAsJlwQUnjY9wHRWgL.jpg,87,0,2.657337,0,5.6,27
15789,/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,78,0,10.177977,35348597,6.7,404
27303,/oVaurD05v55CklwT62uZwENXDw1.jpg,103,15000000,8.182165,12201255,5,24
21183,/W9QVHIH4n8X8OLWyEqbzBTfhfD.jpg,96,0,4.953936,0,6.6,48
10954,/mF1PyZIJ2l3B3d2S41LrqjPL5Sc.jpg,111,0,8.935058,0,5.9,20
47867,/xKGu7MQz9lxK3JGDFqQxxzMyfGH.jpg,90,0,0.398924,3992809,3,4
43475,/mv8yiGImY2fxyvN2k8Grpg9NCL8.jpg,77,0,0.090452,0,5,2
72031,/qD2B53sG1yhPyRANr2fnQerePas.jpg,109,0,1.012197,0,5.4,9
14275,/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,171,700000,9.47666,7830611,7.7,91
1024,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,99,5000000,9.438042,3049135,6.9,299
17207,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,113,10500000,2.688562,26325256,6,17
13701,/meRFVzGpBJiObWfdtOoNr0UPsP4.jpg,121,120,7.983666,0,6.9,90
14819,/j6bhaWGuhL5nyRK0FdpnRIBDlp3.jpg,100,0,9.546707,17689177,6,97
32631,/llu5wgQGYyMVDnz4p8ds8Um3lUa.jpg,106,0,2.756986,0,6,25
11777,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,100,25000000,5.146352,0,5.9,112
628,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,123,60000000,11.970205,223664608,7.2,1558
87729,/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,139,14000000,1.596058,2474000,5.2,10
18713,/lXu3oa1mQzI2sDsFcKuyJYLziLK.jpg,82,0,0.748846,0,4.8,10
6280,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,109,60000000,6.710215,37000000,4.7,381
9061,/tPQ8kT5HVxfyKXVeoiC6NkF5gsu.jpg,102,0,9.195256,0,6,124
37108,/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,89,0,5.874511,0,4.3,40
6071,/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,101,40000000,7.797512,0,5.7,83
11,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,121,11000000,42.149697,775398007,8.1,6778
9587,/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,115,18000000,9.774994,0,7,222
19101,/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,97,17000000,7.731725,0,7.4,207
49980,/9YgIxxPsWMwoIFrBgNxHgGn0y29.jpg,101,0,0.84508,0,7.4,14
17961,/9ACPvC1XFRta8SXA816C0my32TG.jpg,100,10000000,1.948315,0,6.6,22
18183,/3nU4id8Ul2pEGVfIWl1r9wSzBeC.jpg,105,2000000,4.126083,21665468,6.6,70
